0.04,0
0.04,0
1.1,0
1.85,0
2.37,1
2.62,1
2.77,1
2.86,1
2.99,1
3,1
2.84,1
2.57,1
2.4,1
2.29,1
2.17,1
2.29,1
2.25,1
1.92,0
1.56,0
1.34,0
1.2,0
1.17,0
1.1,0
1.06,0
1.05,0
1.66,0
2.19,1
2.59,1
2.8,1
